PMID,OpenAccess,PMC_ID,FullTextURL
27147028,Yes,PMC4876960,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4876960
39184819,Yes,PMC11344561,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11344561
35120540,Yes,PMC8815720,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8815720
25855946,Yes,PMC7094606,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094606
36975793,Yes,PMC10231233,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10231233
34965891,Yes,PMC8716304,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8716304
36756241,Yes,PMC9900378,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9900378
35206794,Yes,PMC8872520,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8872520
33668698,Yes,PMC7996233,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7996233
31404295,Yes,PMC6675925,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6675925
29053626,Yes,PMC6151658,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151658
26266139,Yes,PMC4525528,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4525528
39118744,Yes,PMC11305799,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11305799
31301137,Yes,PMC7184900,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7184900
39066263,Yes,PMC11281331,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11281331
38553525,Yes,PMC10980745,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980745
29154144,Yes,PMC5730472,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5730472
30270875,Yes,PMC6082072,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6082072
33080902,Yes,PMC7603231,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7603231
35746571,Yes,PMC9228702,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9228702
22485110,Yes,PMC3316994,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3316994
27070842,Yes,PMC4880067,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4880067
32013784,Yes,PMC7034085,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7034085
36047331,Yes,PMC10319948,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10319948
35657325,Yes,PMC9225728,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9225728
32324074,Yes,PMC10838606,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10838606
34579282,Yes,PMC8471873,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8471873
30926957,Yes,PMC6637750,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6637750
35589157,Yes,PMC9121429,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9121429
38512815,Yes,PMC10956775,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10956775
27894669,Yes,PMC7126423,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7126423
26582961,Yes,PMC4747627,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4747627
35104430,Yes,PMC8820502,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8820502
33755000,Yes,PMC8007310,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8007310
31074837,Yes,PMC6675397,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6675397
37662888,Yes,PMC10474883,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10474883
32542071,Yes,PMC7295120,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7295120
33367826,Yes,PMC8366444,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8366444
30147687,Yes,PMC6095993,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6095993
29154748,Yes,PMC5711301,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5711301
31284032,Yes,PMC7116468,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7116468
33869905,Yes,PMC8039563,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8039563
26861827,Yes,PMC4748290,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4748290
29429544,Yes,PMC5840485,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5840485
35602345,Yes,PMC9122724,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9122724
28396471,Yes,PMC5394638,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5394638
27417746,Yes,PMC4934522,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4934522
36906778,Yes,PMC10389566,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10389566
25989020,Yes,PMC4451905,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4451905
39712786,Yes,PMC11660724,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11660724
26184283,Yes,PMC4517126,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4517126
33789012,Yes,PMC7888312,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7888312
40136471,Yes,PMC11939263,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11939263
27806732,Yes,PMC5094140,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5094140
33884354,Yes,PMC8047280,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8047280
26557674,Yes,PMC4628748,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4628748
30984324,Yes,PMC6445398,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6445398
29928745,Yes,PMC6001965,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6001965
36355610,Yes,PMC9707349,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9707349
33436428,Yes,PMC7844533,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7844533
28539454,Yes,PMC5533898,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5533898
27353663,Yes,PMC4967605,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4967605
27035948,Yes,PMC4843458,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4843458
27585800,Yes,PMC5091350,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5091350
31693114,Yes,PMC7755089,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7755089
24367715,Yes,PMC3868506,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3868506
25685633,Yes,PMC4322058,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4322058
27058894,Yes,PMC5053697,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5053697
26691346,Yes,PMC4696719,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4696719
35608607,Yes,PMC9155898,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9155898
25811176,Yes,PMC4378496,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378496
26812047,Yes,PMC4734523,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4734523
25510724,Yes,PMC4347319,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4347319
25648233,Yes,PMC4313103,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4313103
36964196,Yes,PMC10039084,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10039084
27887599,Yes,PMC5124280,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5124280
25218265,Yes,PMC7126049,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7126049
28569196,Yes,PMC5452395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5452395
26485317,Yes,PMC4622249,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4622249
29329455,Yes,PMC5853806,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5853806
26116335,Yes,PMC4523406,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4523406
36461100,Yes,PMC9716502,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9716502
33065039,Yes,PMC7553754,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7553754
28379374,Yes,PMC5850452,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5850452
25673711,Yes,PMC4442348,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4442348
18385248,Yes,PMC2395203,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2395203
28461209,Yes,PMC5856335,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5856335
28287374,Yes,PMC5367423,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5367423
37184428,Yes,PMC10269877,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10269877
35176762,Yes,PMC9400424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9400424
32434986,Yes,PMC7259516,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7259516
32709840,Yes,PMC7381622,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7381622
30808769,Yes,PMC6397561,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6397561
25201877,Yes,PMC4166725,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4166725
36649296,Yes,PMC9844901,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9844901
32275465,Yes,PMC7734060,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7734060
27029911,Yes,PMC5528867,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5528867
27621980,Yes,PMC4948166,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4948166
26900929,Yes,PMC4764121,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764121
35265726,Yes,PMC8900924,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8900924
27414263,Yes,PMC4945152,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4945152
27386513,Yes,PMC4928956,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4928956
34383755,Yes,PMC8384205,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8384205
38333355,Yes,PMC7615615,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7615615
26363787,Yes,PMC4675769,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4675769
26098504,Yes,PMC4743738,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4743738
35192613,Yes,PMC8896669,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8896669
29085050,Yes,PMC5662765,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5662765
30864758,Yes,PMC7377558,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7377558
28693453,Yes,PMC5504668,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5504668
28587602,Yes,PMC5461762,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5461762
31261668,Yes,PMC6669708,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6669708
32312320,Yes,PMC7170723,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7170723
33417593,Yes,PMC7802368,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7802368
34024280,Yes,PMC8142476,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8142476
28265447,Yes,PMC5329930,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5329930
28628441,Yes,PMC5512503,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5512503
39511527,Yes,PMC11545826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11545826
26347015,Yes,PMC4561958,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4561958
32915496,Yes,PMC8247040,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8247040
29717011,Yes,PMC5930306,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5930306
31283428,Yes,PMC7157968,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7157968
33884349,Yes,PMC8047294,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8047294
29435351,Yes,PMC5797936,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5797936
36417268,Yes,PMC9620938,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9620938
27434608,Yes,PMC4982166,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4982166
36101623,Yes,PMC9461523,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9461523
32735587,Yes,PMC7423149,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7423149
30666927,Yes,PMC6346465,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6346465
28970766,Yes,PMC5598437,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5598437
27575939,Yes,PMC7129421,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7129421
40005201,Yes,PMC11858388,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11858388
27144428,Yes,PMC4982163,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4982163
30706470,Yes,PMC6507430,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6507430
30107392,Yes,PMC6452000,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452000
30101349,Yes,PMC6249596,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6249596
28322693,Yes,PMC5367409,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5367409
26812583,Yes,PMC4734547,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4734547
30779607,Yes,PMC6669031,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6669031
33350932,Yes,PMC7774578,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7774578
26620545,Yes,PMC7104235,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104235
34372594,Yes,PMC8310124,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8310124
26261205,Yes,PMC4678103,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4678103
32049004,Yes,PMC11062563,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062563
28588973,Yes,PMC5321369,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5321369
25960920,Yes,PMC4410102,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4410102
25933611,Yes,PMC7108539,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7108539
32894206,Yes,PMC7475720,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7475720
30014839,Yes,PMC6056101,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6056101
30897171,Yes,PMC6428255,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6428255
30016444,Yes,PMC6249586,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6249586
30467853,Yes,PMC6540087,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6540087
29977258,Yes,PMC6016989,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6016989
29659889,Yes,PMC6927845,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6927845
28939358,Yes,PMC7110510,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7110510
32753044,Yes,PMC7405363,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7405363
30197741,Yes,PMC6125280,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6125280
28195145,Yes,PMC5307336,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5307336
33827424,Yes,PMC8028822,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8028822
28892490,Yes,PMC5593175,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5593175
31424330,Yes,PMC6852072,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6852072
38333357,Yes,PMC7615611,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7615611
33399047,Yes,PMC7941828,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7941828
26740848,Yes,PMC4695532,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4695532
32226327,Yes,PMC7100528,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7100528
26175026,Yes,PMC4559677,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4559677
29350145,Yes,PMC5782873,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5782873
32855984,Yes,PMC7443109,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7443109
23242370,Yes,PMC3528289,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3528289
29986035,Yes,PMC7191875,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7191875
32825479,Yes,PMC7552031,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7552031
26512358,Yes,PMC4621457,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4621457
30949520,Yes,PMC6440691,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6440691
26651942,Yes,PMC4711363,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4711363
28539437,Yes,PMC5651722,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5651722
27549586,Yes,PMC5050472,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5050472
30717492,Yes,PMC6410141,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6410141
29670927,Yes,PMC5897835,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5897835
28861524,Yes,PMC5566839,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5566839
29557329,Yes,PMC5953383,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5953383
28748776,Yes,PMC11318090,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11318090
34352008,Yes,PMC8341611,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8341611
32560095,Yes,PMC7350349,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7350349
35731800,Yes,PMC9255767,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9255767
27983503,Yes,PMC5176247,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5176247
26812218,Yes,PMC4734519,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4734519
29589579,Yes,PMC6205262,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6205262
25969797,Yes,PMC4423925,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4423925
37102262,Yes,PMC10651199,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10651199
22931687,Yes,PMC3437705,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3437705
27587634,Yes,PMC5050482,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5050482
31752717,Yes,PMC6873572,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6873572
25279581,Yes,PMC4193175,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4193175
27366583,Yes,PMC4866528,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4866528
27191253,Yes,PMC4918171,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4918171
38333359,Yes,PMC7615617,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7615617
26755568,Yes,PMC4824206,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4824206
27721505,Yes,PMC5056384,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5056384
32190010,Yes,PMC7074988,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7074988
29569244,Yes,PMC6377193,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6377193
26604778,Yes,PMC4640422,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4640422
32450292,Yes,PMC7383225,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7383225
26908718,Yes,PMC4818557,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4818557
33141837,Yes,PMC7608863,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7608863
29514907,Yes,PMC5952144,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5952144
30788508,Yes,PMC6581890,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6581890
38362488,Yes,PMC7615646,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7615646
28726603,Yes,PMC5547776,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5547776
28854896,Yes,PMC5576302,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5576302
33608536,Yes,PMC7895930,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7895930
27551675,Yes,PMC4976087,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4976087
27354372,Yes,PMC5050464,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5050464
31817185,Yes,PMC6956279,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6956279
31281856,Yes,PMC6602760,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6602760
25566687,Yes,PMC4430046,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430046
27268303,Yes,PMC4994367,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4994367
27246147,Yes,PMC4887875,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4887875
32601524,Yes,PMC7323976,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7323976
32568043,Yes,PMC7323527,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7323527
29623242,Yes,PMC5878099,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5878099
26740846,Yes,PMC4695518,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4695518
35127447,Yes,PMC8808076,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8808076
38425680,Yes,PMC10900057,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10900057
29123522,Yes,PMC5662559,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5662559
26213559,Yes,PMC4508675,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4508675
27049322,Yes,PMC4822846,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4822846
26056563,Yes,PMC4459682,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4459682
27827383,Yes,PMC5101488,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5101488
31681302,Yes,PMC6797855,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6797855
27648059,Yes,PMC5017070,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5017070
25654616,Yes,PMC4456180,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4456180
29206076,Yes,PMC5893201,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5893201
26865987,Yes,PMC4739438,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4739438
25631810,Yes,PMC4365221,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4365221
25609303,Yes,PMC4306839,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4306839
39992920,Yes,PMC11849863,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11849863
26465384,Yes,PMC4711355,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4711355
34246308,Yes,PMC8272300,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8272300
29141743,Yes,PMC5928709,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5928709
26197242,Yes,PMC4510538,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4510538
27491387,Yes,PMC4974705,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4974705
27364913,Yes,PMC7111699,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7111699
26559945,Yes,PMC4641704,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4641704
26109444,Yes,PMC4609678,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4609678
25950269,Yes,PMC4547451,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4547451
28065333,Yes,PMC7132729,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7132729
31570108,Yes,PMC6771106,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6771106
